Sample Name,Comments,DIC flag,TA flag,Analysis Type,Date (analysis),Time (analysis),Station,Cast,Niskin,Replicate (diff bottle),Repeat(same bottle),No. Of Repeats,Depth (m),CTD Temp (C),Salinity,Phosphate (uMol/Kg),Silicate (uMol/Kg),Nitrate (uMol/Kg),DIC pipette volume (ml),DIC set end point (cpm),DIC pipette temp sample (C),DIC background (cpm),DIC total time (s),DIC total counts,DIC cell Number (sequential),Sample Bottle temp (C),TA pipette vol (ml),TA cell temp (C),TA Acid Batch,TA Acid conc (Mol),TA Acid density (Kg/l),salinity_availability,ctd_temp_availability,Pressure_CTD,sampling_date,Longitude,Latitude,crm_batch,DIC_certified_umolkg,TA_certified_umolkg,sample_temp_flag,sample_temperature_alternative,analysis_datetime,netdiccounts,diccounts_volcorr,dic_sw_density,dicpipmass,dic_crm_pip_umol,dic_crm_counts_per_umol,dic_crm_counts_per_umol_mean_allcells,dic_crm_counts_per_umol_std_allcells,dic_sample_pip_umol_allcells,dic_sample_umol_per_l_allcells,dic_sample_umol_per_kg_allcells,dic_crm_counts_per_umol_mean_percell,dic_crm_counts_per_umol_std_percell,dic_sample_pip_umol,dic_sample_umol_per_l,dic_sample_umol_per_kg,dic_driftcorr_flag,dic_crm_counts_per_umol_driftcorr,dic_sample_pip_umol_driftcorr,dic_sample_umol_per_l_driftcorr,dic_sample_umol_per_kg_driftcorr
3333_20240131194640_12_7_1_1, ,,,3,2024-02-01 00:00:00,213749,3333,20240131194640,12,2,1,1,7,-0.501953,32.7246,0.0,0.0,,21.8442,50,0.0,25,245.0,213119.0,8,24.49,96.7556,25.04,,,,1.0,1.0,,2024-01-31 19:46:40,-60.13419,-66.08663,,,,,,2024-02-01 21:37:49,213016.91666666666,213059.52005,1021.7769442162556,22.319899924848734,,,4843.449614233142,7.0707489583139544,43.980413472391085,2013.3680094666358,1970.45746712456,4842.11910506744,5.432968078389301,43.992498334817355,2013.9212392679683,1970.9989060408166,0,,,,
2222_20240131190850_28_7_1_1, ,,,3,2024-02-01 00:00:00,221837,2222,20240131190850,28,1,1,1,7,-0.484619,32.8771,0.0,0.0,,21.8442,50,0.0,37,246.0,214369.0,8,24.61,96.7556,25.0,,,,1.0,1.0,,2024-01-31 19:08:50,-59.98882,-66.13941,,,,,,2024-02-01 22:18:37,214217.3,214260.14346,1021.8564479866686,22.321636621110386,,,4843.449614233142,7.0707489583139544,44.22824991726827,2024.7136501802888,1981.407128339326,4842.11910506744,5.432968078389301,44.24040287976692,2025.269997517278,1981.9515759846731,0,,,,
2222_20240201192130_43_7_1_1, ,,,3,2024-02-01 00:00:00,224741,2222,20240201192130,43,1,1,1,7,-0.721008,32.9025,0.0,0.0,,21.8442,50,0.0,11,238.0,217264.0,8,24.63,96.7556,25.18,,,,1.0,1.0,,2024-02-01 19:21:30,-60.32503,-66.38632,,,,,,2024-02-01 22:47:41,217220.36666666667,217263.81074,1021.8696711659805,22.32192547088391,,,4843.449614233142,7.0707489583139544,44.848276325273375,2053.0976792591796,2009.1580533127483,4842.11910506744,5.432968078389301,44.8605996575628,2053.661825910896,2009.7101263095647,0,,,,
2222_20240201192130_32_7_1_1, ,,,3,2024-02-01 00:00:00,232142,2222,20240201192130,32,1,1,1,7,-0.721008,32.9025,0.0,0.0,,21.8442,50,0.0,62,242.0,216948.0,8,24.48,96.7556,24.98,,,,1.0,1.0,,2024-02-01 19:21:30,-60.32503,-66.38632,,,,,,2024-02-01 23:21:42,216697.93333333332,216741.27292,1021.9143210676789,22.322900812266592,,,4843.449614233142,7.0707489583139544,44.74041243177934,2048.1598058880313,2004.238284622676,4842.11910506744,5.432968078389301,44.752706125413496,2048.72259571939,2004.7890057739078,0,,,,
3333_20240201193100_38_7_1_1, ,,,3,2024-02-02 00:00:00,1450,3333,20240201193100,38,1,1,1,7,-0.827454,33.0003,0.0,0.0,,21.8442,50,0.0,29,241.0,218009.0,8,24.34,96.7556,24.96,,,,1.0,1.0,,2024-02-01 19:31:00,-60.32464,-66.38585,,,,,,2024-02-02 00:14:50,217892.51666666666,217936.09517,1022.0297478569471,22.325422218136726,,,4843.449614233142,7.0707489583139544,44.987051383038974,2059.450626850101,2015.0593768610743,4842.11910506744,5.432968078389301,44.99941284770026,2060.0165191538376,2015.613071413433,0,,,,
3333_20240201193100_35_7_1_1, ,,,3,2024-02-02 00:00:00,4315,3333,20240201193100,35,1,1,1,7,-0.827454,33.0003,0.0,0.0,,21.8442,50,0.0,9,249.0,217800.0,8,24.44,96.7556,24.98,,,,1.0,1.0,,2024-02-01 19:31:00,-60.32464,-66.38585,,,,,,2024-02-02 00:43:15,217762.65,217806.20252999998,1022.0000988921943,22.32477456022087,,,4843.449614233142,7.0707489583139544,44.96023853744128,2058.223168504284,2013.9167997491509,4842.11910506744,5.432968078389301,44.97259263451494,2058.7887235291264,2014.470180346135,0,,,,
2222_20240131190850_46_7_1_1, ,,,3,2024-02-02 00:00:00,11205,2222,20240131190850,46,1,1,1,7,-0.484619,32.8771,0.0,0.0,,21.8442,50,0.0,41,239.0,214892.0,8,24.21,96.7556,24.94,,,,1.0,1.0,,2024-01-31 19:08:50,-59.98882,-66.13941,,,,,,2024-02-02 01:12:05,214728.68333333332,214771.62907,1021.9750412175031,22.32422719536338,,,4843.449614233142,7.0707489583139544,44.33383237895644,2029.5470824729875,1985.9067008673128,4842.11910506744,5.432968078389301,44.34601435322245,2030.1047579321948,1986.452384897466,0,,,,
3333_20240201060200_85_7_1_1, ,,,3,2024-02-02 00:00:00,14429,3333,20240201060200,85,1,1,1,7,-0.722961,33.0606,0.0,0.0,,21.8442,50,0.0,40,246.0,218740.0,8,24.39,96.7556,24.94,,,,1.0,1.0,,2024-02-01 06:02:00,-60.48707,-66.05638,,,,,,2024-02-02 01:44:29,218576.0,218619.7152,1022.060504175977,22.326094065320877,,,4843.449614233142,7.0707489583139544,45.12816637086188,2065.910693495842,2021.3193691125516,4842.11910506744,5.432968078389301,45.14056661085699,2066.4783608855896,2021.8747837748224,0,,,,
3333_20240201060200_86_7_1_1, ,,,3,2024-02-02 00:00:00,21256,3333,20240201060200,86,1,1,1,7,-0.722961,33.0606,0.0,0.0,,21.8442,50,0.0,9,251.0,218553.0,8,24.28,96.7556,24.96,,,,1.0,1.0,,2024-02-01 06:02:00,-60.48707,-66.05638,,,,,,2024-02-02 02:12:56,218515.35,218559.05307,1022.0930789265662,22.3268056346877,,,4843.449614233142,7.0707489583139544,45.11564430398174,2065.3374490245346,2020.6940948994743,4842.11910506744,5.432968078389301,45.12804110318484,2065.9049588991516,2021.2493377499716,0,,,,
8888_208_0210_0_1_1, ,,,3,2024-02-02 00:00:00,24113,8888,208,210,1,1,2,0,0.0,33.14,0.58,3.3,3.2,21.8442,50,0.0,33,245.0,222926.0,8,24.1,96.7556,24.7,,,,,,,,,,208.0,2059.66,2215.76,,,2024-02-02 02:41:13,222791.25,222835.80825,1022.2062144562785,22.32927698982584,45.99071864486469,4844.265464090042,4843.449614233142,7.0707489583139544,45.99846550386264,2105.751893127816,2060.006937296782,4842.11910506744,5.432968078389301,46.01110488315777,2106.3305080139244,2060.5729824625473,0,,,,
8888_208_0210_0_1_2, ,,,3,2024-02-02 00:00:00,30753,8888,208,210,1,2,2,0,0.0,33.14,0.58,3.3,3.2,21.8442,50,0.0,0,263.0,222966.0,8,24.54,96.7556,25.01,,,,,,,,,,208.0,2059.66,2215.76,,,2024-02-02 03:07:53,222966.0,223010.5932,1022.0759214832208,22.32643084406377,45.984856552284384,4848.683169131768,4843.449614233142,7.0707489583139544,46.034545160701946,2107.403574436324,2061.8855509071113,4842.11910506744,5.432968078389301,46.047194453903174,2107.9826431685833,2062.4521122750953,0,,,,
8888_0208_0978_0_1_1, ,,,3,2024-02-02 00:00:00,81633,8888,208,978,1,1,2,0,0.0,33.14,0.58,3.3,3.2,21.8442,50,0.0,34,292.0,222622.0,9,24.49,96.7556,24.93,,,,,,,,,,208.0,2059.66,2215.76,,,2024-02-02 08:16:33,222456.53333333333,222501.02464,1022.090804746333,22.32675595703985,45.985526174476696,4837.533716354499,4843.449614233142,7.0707489583139544,45.92935842247935,2102.5882578661312,2057.144285128327,4849.2548455720325,13.75221508675229,45.87437460344316,2100.0711677902214,2054.6815977973956,0,4837.237844564021,45.98833889950749,2105.2883099178493,2059.785980014123
8888_0208_0978_0_1_2, ,,,3,2024-02-02 00:00:00,84312,8888,208,978,1,2,2,0,0.0,33.14,0.58,3.3,3.2,21.8442,50,0.0,44,307.0,222662.0,9,24.69,96.7556,24.99,,,,,,,,,,208.0,2059.66,2215.76,,,2024-02-02 08:43:12,222436.86666666667,222481.35404,1022.0311532087745,22.325452916923112,45.98284235486986,4837.388366513391,4843.449614233142,7.0707489583139544,45.92529795561523,2102.402374800415,2057.0824756170114,4849.2548455720325,13.75221508675229,45.870318997521636,2099.8855072523434,2054.619862280647,0,4837.7481504288735,45.97942260531841,2104.880133184937,2059.5068228365094
0000_036_2_350_1_1, ,,,3,2024-02-02 00:00:00,91115,0,36,2,1,1,1,350,-1.9328,34.5583,0.0,0.0,,21.8442,50,0.0,24,341.0,241766.0,9,24.26,96.7556,24.89,,,,1.0,1.0,354.495,2024-02-01 00:00:00,-60.2236,-66.17418,,,,,,2024-02-02 09:11:15,241629.6,241677.92592,1023.2316078803923,22.351675888860864,,,4843.449614233142,7.0707489583139544,49.88791445046486,2283.8059736893483,2231.9540914302047,4849.2548455720325,13.75221508675229,49.82819169024239,2281.07194084665,2229.2821324898805,0,4838.285264106584,49.94116444364267,2286.2436913982965,2234.3364628211725
0000_036_2_350_2_1, ,,,3,2024-02-02 00:00:00,93751,0,36,2,2,1,1,350,-1.9328,34.5583,0.0,0.0,,21.8442,50,0.0,44,473.0,242131.0,9,24.29,96.7556,24.89,,,,1.0,1.0,354.495,2024-02-01 00:00:00,-60.2236,-66.17418,,,,,,2024-02-02 09:37:51,241784.13333333333,241832.49016,1023.2226780604865,22.35148082408888,,,4843.449614233142,7.0707489583139544,49.919820085010784,2285.2665735074197,2233.4010206254725,4849.2548455720325,13.75221508675229,49.86005912931387,2282.5307921239446,2230.727329510005,0,4838.794612549478,49.96784379032393,2287.465038331636,2235.5495899167468
0000_036_2_350_3_1, ,,,3,2024-02-02 00:00:00,100540,0,36,2,3,1,1,350,-1.9328,34.5583,0.0,0.0,,21.8442,50,0.0,0,352.0,242122.0,9,24.39,96.7556,25.03,,,,1.0,1.0,354.495,2024-02-01 00:00:00,-60.2236,-66.17418,,,,,,2024-02-02 10:05:40,242122.0,242170.4244,1023.1928608358521,22.35082949067052,,,4843.449614233142,7.0707489583139544,49.989577529307056,2288.459981565223,2236.587127568274,4849.2548455720325,13.75221508675229,49.929733064263935,2285.720377228918,2233.909622240425,0,4839.3272582583595,50.03216089319366,2290.4093944018855,2238.4923527817004
0000_036_4_300_1_1, ,,,3,2024-02-02 00:00:00,103233,0,36,4,1,1,1,300,-2.0399,34.527,0.0,0.0,,21.8442,50,0.0,63,307.0,241899.0,9,24.49,96.7556,25.08,,,,1.0,1.0,303.104,2024-02-01 00:00:00,-60.2236,-66.17418,,,,,,2024-02-02 10:32:33,241576.65,241624.96532999998,1023.1392946147873,22.349659379424338,,,4843.449614233142,7.0707489583139544,49.876982159594235,2283.3055071641093,2231.6663226425835,4849.2548455720325,13.75221508675229,49.81727248684182,2280.572073449329,2228.9947082014537,0,4839.842032092041,49.91416008996837,2285.0074660536147,2233.329790069222
0000_036_4_300_2_1, ,,,3,2024-02-02 00:00:00,111812,0,36,4,2,1,1,300,-2.0399,34.527,0.0,0.0,,21.8442,50,0.0,13,265.0,241776.0,9,24.19,96.7556,24.98,,,,1.0,1.0,303.104,2024-02-01 00:00:00,-60.2236,-66.17418,,,,,,2024-02-02 11:18:12,241718.58333333334,241766.92705,1023.2287336613037,22.35161310384425,,,4843.449614233142,7.0707489583139544,49.90628634248823,2284.647015797705,2232.7823101906165,4849.2548455720325,13.75221508675229,49.84654158856019,2281.91197611083,2230.1093597574436,0,4840.716158273281,49.93446742796755,2285.9371104443076,2234.043117871404
0000_036_4_300_3_1, ,,,3,2024-02-02 00:00:00,112018,0,36,4,3,1,1,300,-2.0399,34.527,0.0,0.0,,21.8442,50,,13,265.0,241776.0,9,24.43,96.7556,,,,,1.0,1.0,303.104,2024-02-01 00:00:00,-60.2236,-66.17418,,,,,,2024-02-02 11:20:18,241718.58333333334,241766.92705,1023.1572390534666,22.350051361331737,,,4843.449614233142,7.0707489583139544,49.90628634248823,2284.647015797705,2232.9383291186564,4849.2548455720325,13.75221508675229,49.84654158856019,2281.91197611083,2230.265191909164,0,4840.756369992509,49.93405262692603,2285.9181213743705,2234.1806656121566
0000_036_4_300_4_1, ,,,3,2024-02-02 00:00:00,114722,0,36,4,4,1,1,300,-2.0399,34.527,0.0,0.0,,21.8442,50,0.0,0,295.0,241885.0,9,24.29,96.7556,24.97,,,,1.0,1.0,303.104,2024-02-01 00:00:00,-60.2236,-66.17418,,,,,,2024-02-02 11:47:22,241885.0,241933.377,1023.1989993522317,22.35096358165002,,,4843.449614233142,7.0707489583139544,49.9406454625207,2286.219933095316,2234.384449694223,4849.2548455720325,13.75221508675229,49.880859575955434,2283.483010408046,2231.7095812776174,0,4841.274654373061,49.96308147514589,2287.2470255329054,2235.388254856503
0000_036_6_230_1_1, ,,,3,2024-02-02 00:00:00,121530,0,36,6,1,1,1,230,-1.9003,34.4946,0.0,0.0,,21.8442,50,0.0,0,260.0,241943.0,9,24.14,96.7556,24.89,,,,1.0,1.0,231.995,2024-02-01 00:00:00,-60.2236,-66.17418,,,,,,2024-02-02 12:15:30,241943.0,241991.3886,1023.2190543232488,22.35140166644791,,,4843.449614233142,7.0707489583139544,49.95262039869627,2286.768130611158,2234.8764137544463,4849.2548455720325,13.75221508675229,49.89282017646975,2284.0305516553476,2232.200956388554,0,4841.813363753841,49.96950147050328,2287.5409248451892,2235.631671615181
0000_036_6_230_2_1, ,,,3,2024-02-02 00:00:00,124232,0,36,6,2,1,1,230,-1.9003,34.4946,0.0,0.0,,21.8442,50,0.0,44,269.0,241546.0,9,24.21,96.7556,24.87,,,,1.0,1.0,231.995,2024-02-01 00:00:00,-60.2236,-66.17418,,,,,,2024-02-02 12:42:32,241348.73333333334,241397.00308,1023.1982792158105,22.35094785084601,,,4843.449614233142,7.0707489583139544,49.82992547792733,2281.1513114660797,2229.4323180589954,4849.2548455720325,13.75221508675229,49.7702721385564,2278.4204566226454,2226.763378031528,0,4842.331009853166,49.8414364574081,2281.6782696280065,2229.947328856639
0000_036_6_230_3_1, ,,,3,2024-02-02 00:00:00,131109,0,36,6,3,1,1,230,-1.9003,34.4946,0.0,0.0,,21.8442,50,0.0,49,253.0,241691.0,9,24.21,96.7556,24.94,,,,1.0,1.0,231.995,2024-02-01 00:00:00,-60.2236,-66.17418,,,,,,2024-02-02 13:11:09,241484.38333333333,241532.68021,1023.1982792158105,22.35094785084601,,,4843.449614233142,7.0707489583139544,49.85793237606897,2282.433432035459,2230.6853699800386,4849.2548455720325,13.75221508675229,49.79824550855238,2279.701042315689,2228.0149298754436,0,4842.8789743121015,49.86380717218616,2282.702372812287,2230.948213245407
0000_036_8_190_1_1, ,,,3,2024-02-02 00:00:00,133827,0,36,8,1,1,1,190,-1.9974,34.4552,0.0,0.0,,21.8442,50,0.0,45,399.0,241541.0,9,24.44,96.7556,25.0,,,,1.0,1.0,192.424,2024-02-01 00:00:00,-60.2236,-66.17418,,,,,,2024-02-02 13:38:27,241241.75,241289.99835,1023.0999489086076,22.34879990394941,,,4843.449614233142,7.0707489583139544,49.8078372264012,2280.140139094185,2228.6582474434936,4849.2548455720325,13.75221508675229,49.74821032973416,2277.4104947644755,2225.9902340860285,0,4843.401726661483,49.80832968531932,2280.162683244034,2228.6802825827513
0000_036_10_160_1_1, ,,,3,2024-02-02 00:00:00,140509,0,36,10,1,1,1,160,-1.8696,34.4352,0.0,0.0,,21.8442,50,0.0,15,247.0,241602.0,9,24.35,96.7556,24.89,,,,1.0,1.0,162.007,2024-02-01 00:00:00,-60.2236,-66.17418,,,,,,2024-02-02 14:05:09,241540.25,241588.55805,1023.1116832658187,22.3490562315952,,,4843.449614233142,7.0707489583139544,49.86946685482199,2282.9614659645117,2231.3902805578327,4849.2548455720325,13.75221508675229,49.80976617893283,2280.2284441148145,2228.718996577404,0,4843.912989948178,49.86469626957195,2282.743074572287,2231.176822539713
0000_036_13_110_1_1, ,,,3,2024-02-02 00:00:00,143208,0,36,13,1,1,1,110,-1.8756,34.3936,0.0,0.0,,21.8442,50,0.0,50,235.0,240967.0,9,24.37,96.7556,24.94,,,,1.0,1.0,111.378,2024-02-01 00:00:00,-60.2236,-66.17418,,,,,,2024-02-02 14:32:08,240771.16666666666,240819.3209,1023.0742559269802,22.34823866132014,,,4843.449614233142,7.0707489583139544,49.71067851291929,2275.6923353988373,2224.366728236059,4849.2548455720325,13.75221508675229,49.65116792872217,2272.968015707701,2221.7038524229365,0,4844.42967862566,49.70062167048985,2275.2319458020825,2223.9167221938897
0000_036_14_50_1_1, ,,,3,2024-02-02 00:00:00,151442,0,36,14,1,1,1,50,-1.7234,34.2726,0.0,0.0,,21.8442,50,0.0,74,248.0,239515.0,9,24.32,96.7556,24.89,,,,1.0,1.0,50.682,2024-02-01 00:00:00,-60.2236,-66.17418,,,,,,2024-02-02 15:14:42,239209.13333333333,239256.97516,1022.9976337173003,22.34656491044745,,,4843.449614233142,7.0707489583139544,49.38817421169912,2260.928494140281,2210.1013918523645,4849.2548455720325,13.75221508675229,49.32904970992827,2258.221848816998,2207.4555936275456,0,4845.24476379063,49.36987603206043,2260.0908264921777,2209.2825555027052
0000_036_17_25_1_1, ,,,3,2024-02-02 00:00:00,154521,0,36,17,1,1,1,25,-1.5926,34.0774,0.0,0.0,,21.8442,50,0.0,23,274.0,237341.0,9,24.48,96.7556,24.8,,,,1.0,1.0,25.44,2024-02-01 00:00:00,-60.2236,-66.17418,,,,,,2024-02-02 15:45:21,237235.96666666667,237283.41386,1022.8023210760947,22.342298462050426,,,4843.449614233142,7.0707489583139544,48.98078550657701,2242.2787516401154,2192.2894634038416,4849.2548455720325,13.75221508675229,48.92214870564956,2239.5944326480053,2189.664988530451,0,4845.831663406338,48.95670818657857,2241.176522215442,2191.211807045462
0000_036_18_10_1_1, ,,,3,2024-02-02 00:00:00,163055,0,36,18,1,1,1,10,-0.7808,32.8706,0.0,0.0,,21.8442,50,0.0,0,241.0,219800.0,9,24.42,96.7556,24.98,,,,1.0,1.0,10.123,2024-02-01 00:00:00,-60.2236,-66.17418,,,,,,2024-02-02 16:30:55,219800.0,219843.96,1021.9080263547179,22.322763309297727,,,4843.449614233142,7.0707489583139544,45.380878817049634,2077.4795514163775,2032.9418086939036,4849.2548455720325,13.75221508675229,45.32655160425411,2074.992519948275,2030.5080950876272,0,4846.704193884507,45.350405390397064,2076.0845162742085,2031.5766808094056
0000_036_22_2_1_1, ,,,3,2024-02-02 00:00:00,170514,0,36,22,1,1,1,2,-0.602,32.5386,0.0,0.0,,21.8442,50,0.0,64,564.0,210630.0,9,24.44,96.7556,25.03,,,,1.0,1.0,2.211,2024-02-01 00:00:00,-60.2236,-66.17418,,,,,,2024-02-02 17:05:14,210028.4,210070.40568,1021.6512562843498,22.317154372526595,,,4843.449614233142,7.0707489583139544,43.363391121650714,1985.1215023507712,1943.0519858317139,4849.2548455720325,13.75221508675229,43.31147912174214,1982.745036290738,1940.7258828240438,0,4847.36130443844,43.32839803125248,1983.5195626872342,1941.483995136569
0000_039_1_312_1_1, ,,,3,2024-02-02 00:00:00,174351,0,39,1,1,1,1,312,-1.7607,34.5615,0.0,0.0,,21.8442,50,0.0,38,280.0,242463.0,9,24.06,96.7556,24.91,,,,1.0,1.0,315.542,2024-02-02 00:00:00,-59.90096,-66.1341,,,,,,2024-02-02 17:43:51,242285.66666666666,242334.12379999997,1023.2933805308508,22.353025262992013,,,4843.449614233142,7.0707489583139544,50.023368872193274,2290.0069067392383,2237.8791364322697,4849.2548455720325,13.75221508675229,49.963483954221,2287.265450518719,2235.200084390423,0,4848.100753274397,49.97537778129455,2287.809934961891,2235.7321746526404
0000_039_1_312_2_1, ,,,3,2024-02-02 00:00:00,181048,0,39,1,2,1,1,312,-1.7607,34.5615,0.0,0.0,,21.8442,50,0.0,0,274.0,242818.0,9,24.39,96.7556,24.89,,,,1.0,1.0,315.542,2024-02-02 00:00:00,-59.90096,-66.1341,,,,,,2024-02-02 18:10:48,242818.0,242866.5636,1023.1952812595654,22.350882362890196,,,4843.449614233142,7.0707489583139544,50.13327676341382,2295.038351755332,2243.0110789116547,4849.2548455720325,13.75221508675229,50.073260270435725,2292.2908721965428,2240.325883222122,0,4848.616803670651,50.07984953898075,2292.592520622442,2240.620693442051
0000_039_1_312_3_1, ,,,3,2024-02-02 00:00:00,183916,0,39,1,3,1,1,312,-1.7607,34.5615,0.0,0.0,,21.8442,50,0.0,44,304.0,242467.0,9,24.39,96.7556,24.89,,,,1.0,1.0,315.542,2024-02-02 00:00:00,-59.90096,-66.1341,,,,,,2024-02-02 18:39:16,242244.06666666668,242292.51548,1023.1952812595654,22.350882362890196,,,4843.449614233142,7.0707489583139544,50.014779952453566,2289.6137167968413,2237.7094174811873,4849.2548455720325,13.75221508675229,49.954905316610734,2286.872731279275,2235.0305686164893,0,4849.161895863945,49.955862862258094,2286.9165665145943,2235.0734101308335
0000_039_3_262_1_1, ,,,3,2024-02-02 00:00:00,190802,0,39,3,1,1,1,262,-1.6498,34.5394,0.0,0.0,,21.8442,50,0.0,89,283.0,242820.0,9,24.49,96.7556,25.04,,,,1.0,1.0,265.001,2024-02-02 00:00:00,-59.90152,-66.13428,,,,,,2024-02-02 19:08:02,242400.21666666667,242448.69671,1023.1486719678418,22.34986422019993,,,4843.449614233142,7.0707489583139544,50.04701937114002,2291.0895968330274,2239.25384414225,4849.2548455720325,13.75221508675229,49.987106140236776,2288.3468444821406,2236.573146384404,0,4849.7127325886395,49.982386593294216,2288.1307895594355,2236.361979690233
0000_039_3_262_2_1, ,,,3,2024-02-02 00:00:00,193437,0,39,3,2,1,1,262,-1.6498,34.5394,0.0,0.0,,21.8442,50,0.0,12,280.0,242718.0,9,24.55,96.7556,24.98,,,,1.0,1.0,265.001,2024-02-02 00:00:00,-59.90152,-66.13428,,,,,,2024-02-02 19:34:37,242662.0,242710.5324,1023.130698279133,22.349471599349037,,,4843.449614233142,7.0707489583139544,50.10106831438989,2293.563889471342,2241.7115362964178,4849.2548455720325,13.75221508675229,50.041090379397225,2290.8181750486274,2239.027896339829,0,4850.22176189092,50.0311144341151,2290.3614888215225,2238.5815347675757
0000_039_3_262_3_1, ,,,3,2024-02-02 00:00:00,203049,0,39,3,3,1,1,262,-1.6498,34.5394,0.0,0.0,,21.8442,50,0.0,50,712.0,243290.0,9,24.39,96.7556,24.93,,,,1.0,1.0,265.001,2024-02-02 00:00:00,-59.90152,-66.13428,,,,,,2024-02-02 20:30:49,242696.66666666666,242745.20599999998,1023.178565297795,22.350517216078092,,,4843.449614233142,7.0707489583139544,50.10822574750632,2293.891547756673,2241.9268987413147,4849.2548455720325,13.75221508675229,50.04823924407244,2291.145441081497,2239.2430009659765,0,4851.2979040900245,50.027162104816185,2290.180556157524,2238.2999740528862
0000_039_5_250_1_1, ,,,3,2024-02-02 00:00:00,205911,0,39,5,1,1,1,250,-1.6659,34.5274,0.0,0.0,,21.8442,50,0.0,7,264.0,242676.0,9,24.57,96.7556,25.03,,,,1.0,1.0,252.792,2024-02-02 00:00:00,-59.90192,-66.13436,,,,,,2024-02-02 20:59:11,242645.2,242693.72904,1023.1156271860374,22.349142383377238,,,4843.449614233142,7.0707489583139544,50.09759971218732,2293.4051012253744,2241.5893573369835,4849.2548455720325,13.75221508675229,50.03762592959308,2290.659576894236,2238.905863645572,0,4851.841081439634,50.01095376520505,2289.438558757247,2237.7124324198685
0000_039_7_225_1_1, ,,,3,2024-02-02 00:00:00,212846,0,39,7,1,1,1,225,-1.6818,34.5032,0.0,0.0,,21.8442,50,0.0,0,286.0,242368.0,9,24.47,96.7556,24.97,,,,1.0,1.0,227.273,2024-02-02 00:00:00,-59.90242,-66.13448,,,,,,2024-02-02 21:28:46,242368.0,242416.4736,1023.1272803212732,22.34939693679396,,,4843.449614233142,7.0707489583139544,50.04036777584479,2290.7850951668997,2239.003044125231,4849.2548455720325,13.75221508675229,49.980462507824654,2288.0427073467854,2236.322646609828,0,4852.407556055114,49.94798915799215,2286.5561182369756,2234.8696611031346
0000_039_7_225_2_1, ,,,3,2024-02-02 00:00:00,220634,0,39,7,2,1,1,225,-1.6818,34.5032,0.0,0.0,,21.8442,50,0.0,41,269.0,242599.0,9,24.52,96.7556,25.07,,,,1.0,1.0,227.273,2024-02-02 00:00:00,-59.90242,-66.13448,,,,,,2024-02-02 22:06:34,242415.18333333332,242463.66637,1023.1123144578793,22.34907001948081,,,4843.449614233142,7.0707489583139544,50.050109455245085,2291.231056996598,2239.4716832341737,4849.2548455720325,13.75221508675229,49.99019252508213,2288.4881352982543,2236.790724692689,0,4853.1313670002855,49.95026200643933,2286.660166380061,2235.0040499626894
0000_039_7_225_3_1, ,,,3,2024-02-02 00:00:00,223259,0,39,7,3,1,1,225,-1.6818,34.5032,0.0,0.0,,21.8442,50,0.0,56,300.0,248139.0,9,24.42,96.7556,24.98,,,,1.0,1.0,227.273,2024-02-02 00:00:00,-59.90242,-66.13448,,,,,,2024-02-02 22:32:59,247859.0,247908.5718,1023.1422265483956,22.349723425168463,,,4843.449614233142,7.0707489583139544,51.174063888603754,2342.684277227079,2289.6956224064784,4849.2548455720325,13.75221508675229,51.11280142893002,2339.8797588801613,2286.954538836525,0,4853.637204896426,51.06665157213562,2337.767076484175,2284.8896427339437
0000_039_8_200_1_1, ,,,3,2024-02-02 00:00:00,230153,0,39,8,1,1,1,200,-1.7539,34.4832,0.0,0.0,,21.8442,50,0.0,37,276.0,242534.0,9,24.39,96.7556,24.84,,,,1.0,1.0,202.045,2024-02-02 00:00:00,-59.9026,-66.13458,,,,,,2024-02-02 23:01:53,242363.8,242412.27276,1023.1360577763872,22.34958867327896,,,4843.449614233142,7.0707489583139544,50.039500625294146,2290.7453981054077,2238.945036385439,4849.2548455720325,13.75221508675229,49.97959639537361,2288.0030578081874,2236.264708313354,0,4854.190594746033,49.928777057564275,2285.676612444689,2233.9908705907787
0000_039_9_175_1_1, ,,,3,2024-02-03 00:00:00,1349,0,39,9,1,1,1,175,-1.7325,34.4681,0.0,0.0,,21.8442,50,0.0,76,275.0,242470.0,9,24.42,96.7556,25.03,,,,1.0,1.0,176.719,2024-02-02 00:00:00,-59.90268,-66.1347,,,,,,2024-02-03 00:13:49,242121.66666666666,242170.091,1023.1156800422766,22.3491435379795,,,4843.449614233142,7.0707489583139544,49.98950870783478,2288.456831004787,2236.7527696479297,4849.2548455720325,13.75221508675229,49.92966432518051,2285.71723044014,2234.0750660235126,0,4855.568005698384,49.86474628354874,2282.7453641492357,2231.170344349438
0000_039_10_150_1_1, ,,,3,2024-02-03 00:00:00,4035,0,39,10,1,1,1,150,-1.752,34.4481,0.0,0.0,,21.8442,50,0.0,40,299.0,241865.0,9,24.39,96.7556,24.91,,,,1.0,1.0,151.435,2024-02-02 00:00:00,-59.90268,-66.13484,,,,,,2024-02-03 00:40:35,241665.66666666666,241713.9998,1023.1095101704209,22.349008762064706,,,4843.449614233142,7.0707489583139544,49.895360933764834,2284.1468643285098,2232.5536432048566,4849.2548455720325,13.75221508675229,49.83562925906796,2281.4124233923862,2229.8809665178146,0,4856.080545547651,49.76558036876888,2278.2056733031595,2226.7466489717954
