Sample Name,Comments,DIC flag,TA flag,Analysis Type,Date (analysis),Time (analysis),Station,Cast,Niskin,Replicate (diff bottle),Repeat(same bottle),No. Of Repeats,Depth (m),CTD Temp (C),Salinity,Phosphate (uMol/Kg),Silicate (uMol/Kg),Nitrate (uMol/Kg),DIC pipette volume (ml),DIC set end point (cpm),DIC pipette temp sample (C),DIC background (cpm),DIC total time (s),DIC total counts,DIC cell Number (sequential),Sample Bottle temp (C),TA pipette vol (ml),TA cell temp (C),TA Acid Batch,TA Acid conc (Mol),TA Acid density (Kg/l),salinity_availability,ctd_temp_availability,Pressure_CTD,sampling_date,Longitude,Latitude,crm_batch,DIC_certified_umolkg,TA_certified_umolkg,sample_temp_flag,sample_temperature_alternative,analysis_datetime,netdiccounts,diccounts_volcorr,dic_sw_density,dicpipmass,dic_crm_pip_umol,dic_crm_counts_per_umol,dic_crm_counts_per_umol_mean_allcells,dic_crm_counts_per_umol_std_allcells,dic_sample_pip_umol_allcells,dic_sample_umol_per_l_allcells,dic_sample_umol_per_kg_allcells,dic_crm_counts_per_umol_mean_percell,dic_crm_counts_per_umol_std_percell,dic_sample_pip_umol,dic_sample_umol_per_l,dic_sample_umol_per_kg,dic_driftcorr_flag,dic_crm_counts_per_umol_driftcorr,dic_sample_pip_umol_driftcorr,dic_sample_umol_per_l_driftcorr,dic_sample_umol_per_kg_driftcorr,ta_acid_batch_number,dic_for_ta,file_name,salinity,analyte_volume,alkalinity_certified,analysis_batch,dic,file_path,total_silicate,total_phosphate,analyte_mass,file_good,titrant_molinity_here,reference_good,titrant_molinity,titrant_molinity_std_batch,alkalinity_umolkg,emf0,pH_initial,temperature_initial,alkalinity_offset
0000_028_14_53_1_1, ,,,3,2024-02-01 00:00:00,173316,0,28,14,1,1,1,53,-1.7156,34.2588,0.0,0.0,,21.8442,50,0.0,5,250.0,239096.0,8,24.44,96.7556,24.94,7.0,,,1.0,1.0,53.682,2024-02-01 00:00:00,-60.48266,-66.0563,,,,,,2024-02-01 17:33:16,239075.16666666663,239122.9817,1022.9514255063492,22.345555529045797,,,4843.449614233142,7.070748958313954,49.36051486199246,2259.6622839011025,2208.963424419293,4842.11910506744,5.432968078389301,49.37407805943197,2260.2831900198667,2209.5703995925837,0,,,,,2.0,2209.5703995925837,0000_028_14_53_1_1.dat,34.2588,96.7556,,2.0,2209.5703995925837,/Users/eldros001/ED_Science/VINDTA_DATA_PROCESSING/rawdata/,0.0,0.0,0.09896320270820615,True,,False,0.09956456018478513,6.307334260075646e-05,2324.3704952715307,654.2803537533514,7.748859714012489,24.89,
0000_028_16_35_1_1, ,,,3,2024-02-01 00:00:00,180145,0,28,16,1,1,1,35,-1.5293,34.0808,0.0,0.0,,21.8442,50,0.0,5,248.0,236361.0,8,24.63,96.7556,24.95,7.0,,,1.0,1.0,35.513,2024-02-01 00:00:00,-60.48266,-66.0563,,,,,,2024-02-01 18:01:45,236340.3333333333,236387.6014,1022.7600073583756,22.341374152737828,,,4843.449614233142,7.070748958313954,48.79586909272573,2233.813510804961,2184.103303544828,4842.11910506744,5.432968078389301,48.8092771377712,2234.4273142422794,2184.703447696831,0,,,,,2.0,2184.703447696831,0000_028_16_35_1_1.dat,34.0808,96.7556,,2.0,2184.703447696831,/Users/eldros001/ED_Science/VINDTA_DATA_PROCESSING/rawdata/,0.0,0.0,0.09894814386596516,True,,False,0.09956456018478513,6.307334260075646e-05,2318.254494113888,654.2570620055175,7.796632499895186,24.96,
0000_028_18_23_1_1, ,,,3,2024-02-01 00:00:00,182916,0,28,18,1,1,1,23,-1.4402,33.9432,0.0,0.0,,21.8442,50,0.0,27,241.0,233338.0,8,24.29,96.7556,24.89,7.0,,,1.0,1.0,23.398,2024-02-01 00:00:00,-60.48254,-66.0563,,,,,,2024-02-01 18:29:16,233229.55,233276.19591,1022.7574264333326,22.341317774495003,,,4843.449614233142,7.070748958313954,48.1536030259555,2204.411378121217,2155.360910757376,4842.11910506744,5.432968078389301,48.16683459023498,2205.017102491049,2155.9531571240864,0,,,,,2.0,2155.9531571240864,0000_028_18_23_1_1.dat,33.9432,96.7556,,2.0,2155.9531571240864,/Users/eldros001/ED_Science/VINDTA_DATA_PROCESSING/rawdata/,0.0,0.0,0.09894217327514228,True,,False,0.09956456018478513,6.307334260075646e-05,2309.2174529040904,654.1309756083558,7.858824256294829,24.82,
0000_028_19_15_1_1, ,,,3,2024-02-01 00:00:00,185732,0,28,19,1,1,1,15,-1.212,33.714,0.0,0.0,,21.8442,50,0.0,0,350.0,230008.0,8,24.29,96.7556,24.97,7.0,,,1.0,1.0,15.384,2024-02-01 00:00:00,-60.48236,-66.0563,,,,,,2024-02-01 18:57:32,230008.0,230054.0016,1022.5841043549316,22.337531692349994,,,4843.449614233142,7.070748958313954,47.488467583948825,2173.962314204632,2125.9496455560643,4842.11910506744,5.432968078389301,47.5015163834547,2174.5596718330125,2126.533810345872,0,,,,,2.0,2126.533810345872,0000_028_19_15_1_1.dat,33.714,96.7556,,2.0,2126.533810345872,/Users/eldros001/ED_Science/VINDTA_DATA_PROCESSING/rawdata/,0.0,0.0,0.09892221265321287,True,,False,0.09956456018478513,6.307334260075646e-05,2300.5706604838942,654.1948798430986,7.908268559405402,24.93,
0000_028_21_9_1_1, ,,,3,2024-02-01 00:00:00,192518,0,28,21,1,1,1,9,-0.9879,33.4066,0.0,0.0,,21.8442,50,0.0,44,231.0,224390.0,8,24.25,96.7556,24.94,7.0,,,1.0,1.0,9.434,2024-02-01 00:00:00,-60.48202,-66.05628,,,,,,2024-02-01 19:25:18,224220.6,224265.44412,1022.3635251041032,22.33271331507905,,,4843.449614233142,7.070748958313954,46.2935754180444,2119.2616538048724,2072.9042084996886,4842.11910506744,5.432968078389301,46.30629588713455,2119.8439808798007,2073.473797555469,0,,,,,2.0,2073.473797555469,0000_028_21_9_1_1.dat,33.4066,96.7556,,2.0,2073.473797555469,/Users/eldros001/ED_Science/VINDTA_DATA_PROCESSING/rawdata/,0.0,0.0,0.09890149736999412,True,,False,0.09956456018478513,6.307334260075646e-05,2284.5860056006145,654.0889970903876,7.989869301368547,24.87,
0000_028_22_5_1_1, ,,,3,2024-02-01 00:00:00,200712,0,28,22,1,1,1,5,-0.9597,33.0968,0.0,0.0,,21.8442,50,0.0,0,663.0,219393.0,8,24.99,96.7556,25.1,7.0,,,1.0,1.0,5.429,2024-02-01 00:00:00,-60.48146,-66.05628,,,,,,2024-02-01 20:07:12,219393.0,219436.8786,1021.9084696780848,22.322772993342017,,,4843.449614233142,7.070748958313954,45.29684779940387,2073.6327171241733,2029.1765639024368,4842.11910506744,5.432968078389301,45.30929438939201,2074.202506358301,2029.7341375511876,0,,,,,2.0,2029.7341375511876,0000_028_22_5_1_1.dat,33.0968,96.7556,,2.0,2029.7341375511876,/Users/eldros001/ED_Science/VINDTA_DATA_PROCESSING/rawdata/,0.0,0.0,0.09887303211323019,True,,False,0.09956456018478513,6.307334260075646e-05,2261.9129165632003,654.0654670287865,8.046243062843553,25.07,
3333_20240131194640_40_7_1_1, ,,,3,2024-02-01 00:00:00,203909,3333,20240131194640,40,1,1,1,7,-0.501953,32.7246,0.0,0.0,,21.8442,50,0.0,38,244.0,213157.0,8,24.19,96.7556,24.97,7.0,,,1.0,1.0,,2024-01-31 19:46:40,-60.13419,-66.08663,,,,,,2024-02-01 20:39:09,213002.46666666667,213045.06716,1021.8656614587976,22.321837882038267,,,4843.449614233142,7.070748958313954,43.97743006156804,2013.2314326717403,1970.1527398402704,4842.11910506744,5.432968078389301,43.98951410421781,2013.784624944736,1970.694095024088,0,,,,,2.0,1970.694095024088,3333_20240131194640_40_7_1_1.dat,32.7246,96.7556,,2.0,1970.694095024088,/Users/eldros001/ED_Science/VINDTA_DATA_PROCESSING/rawdata/,0.0,0.0,0.09885108880582605,True,,False,0.09956456018478513,6.307334260075646e-05,2248.3075965869307,654.0455088307243,8.13043060568297,24.89,
3333_20240131194640_12_7_1_1, ,,,3,2024-02-01 00:00:00,213749,3333,20240131194640,12,2,1,1,7,-0.501953,32.7246,0.0,0.0,,21.8442,50,0.0,25,245.0,213119.0,8,24.49,96.7556,25.04,7.0,,,1.0,1.0,,2024-01-31 19:46:40,-60.13419,-66.08663,,,,,,2024-02-01 21:37:49,213016.91666666663,213059.52005,1021.7769442162556,22.31989992484873,,,4843.449614233142,7.070748958313954,43.980413472391085,2013.368009466636,1970.45746712456,4842.11910506744,5.432968078389301,43.99249833481736,2013.9212392679683,1970.9989060408168,0,,,,,2.0,1970.9989060408168,3333_20240131194640_12_7_1_1.dat,32.7246,96.7556,,2.0,1970.9989060408168,/Users/eldros001/ED_Science/VINDTA_DATA_PROCESSING/rawdata/,0.0,0.0,0.09884789045388405,True,,False,0.09956456018478513,6.307334260075646e-05,2248.353863712271,654.1297595161155,8.126015817328998,25.0,
2222_20240131190850_28_7_1_1, ,,,3,2024-02-01 00:00:00,221837,2222,20240131190850,28,1,1,1,7,-0.484619,32.8771,0.0,0.0,,21.8442,50,0.0,37,246.0,214369.0,8,24.61,96.7556,25.0,7.0,,,1.0,1.0,,2024-01-31 19:08:50,-59.98882,-66.13941,,,,,,2024-02-01 22:18:37,214217.3,214260.14346,1021.8564479866686,22.321636621110382,,,4843.449614233142,7.070748958313954,44.22824991726827,2024.7136501802888,1981.407128339326,4842.11910506744,5.432968078389301,44.24040287976692,2025.269997517278,1981.951575984673,0,,,,,2.0,1981.951575984673,2222_20240131190850_28_7_1_1.dat,32.8771,96.7556,,2.0,1981.951575984673,/Users/eldros001/ED_Science/VINDTA_DATA_PROCESSING/rawdata/,0.0,0.0,0.09886077506450382,True,,False,0.09956456018478513,6.307334260075646e-05,2253.0613624523235,654.0339663308911,8.111442461608238,24.94,
2222_20240201192130_43_7_1_1, ,,,3,2024-02-01 00:00:00,224741,2222,20240201192130,43,1,1,1,7,-0.721008,32.9025,0.0,0.0,,21.8442,50,0.0,11,238.0,217264.0,8,24.63,96.7556,25.18,7.0,,,1.0,1.0,,2024-02-01 19:21:30,-60.32503,-66.38632,,,,,,2024-02-01 22:47:41,217220.36666666667,217263.81074,1021.8696711659804,22.32192547088391,,,4843.449614233142,7.070748958313954,44.848276325273375,2053.09767925918,2009.1580533127485,4842.11910506744,5.432968078389301,44.8605996575628,2053.661825910896,2009.7101263095649,0,,,,,2.0,2009.7101263095649,2222_20240201192130_43_7_1_1.dat,32.9025,96.7556,,2.0,2009.7101263095649,/Users/eldros001/ED_Science/VINDTA_DATA_PROCESSING/rawdata/,0.0,0.0,0.09885591853417555,True,,False,0.09956456018478513,6.307334260075646e-05,2248.1611334635845,654.1782040859044,8.054542891300402,25.17,
2222_20240201192130_32_7_1_1, ,,,3,2024-02-01 00:00:00,232142,2222,20240201192130,32,1,1,1,7,-0.721008,32.9025,0.0,0.0,,21.8442,50,0.0,62,242.0,216948.0,8,24.48,96.7556,24.98,7.0,,,1.0,1.0,,2024-02-01 19:21:30,-60.32503,-66.38632,,,,,,2024-02-01 23:21:42,216697.9333333333,216741.27292,1021.9143210676788,22.322900812266592,,,4843.449614233142,7.070748958313954,44.74041243177934,2048.1598058880318,2004.238284622676,4842.11910506744,5.432968078389301,44.752706125413496,2048.72259571939,2004.789005773908,0,,,,,2.0,2004.789005773908,2222_20240201192130_32_7_1_1.dat,32.9025,96.7556,,2.0,2004.789005773908,/Users/eldros001/ED_Science/VINDTA_DATA_PROCESSING/rawdata/,0.0,0.0,0.09886321216547453,True,,False,0.09956456018478513,6.307334260075646e-05,2249.086691150469,654.093053500724,8.064161414824298,24.92,
3333_20240201193100_38_7_1_1, ,,,3,2024-02-02 00:00:00,1450,3333,20240201193100,38,1,1,1,7,-0.827454,33.0003,0.0,0.0,,21.8442,50,0.0,29,241.0,218009.0,8,24.34,96.7556,24.96,7.0,,,1.0,1.0,,2024-02-01 19:31:00,-60.32464,-66.38585,,,,,,2024-02-02 00:14:50,217892.51666666663,217936.09517,1022.0297478569472,22.32542221813673,,,4843.449614233142,7.070748958313954,44.987051383038974,2059.450626850101,2015.0593768610745,4842.11910506744,5.432968078389301,44.99941284770026,2060.0165191538376,2015.613071413433,0,,,,,2.0,2015.613071413433,3333_20240201193100_38_7_1_1.dat,33.0003,96.7556,,2.0,2015.613071413433,/Users/eldros001/ED_Science/VINDTA_DATA_PROCESSING/rawdata/,0.0,0.0,0.09887064740049109,True,,False,0.09956456018478513,6.307334260075646e-05,2252.7636176890414,654.1209882809343,8.058245344324316,24.91,
3333_20240201193100_35_7_1_1, ,,,3,2024-02-02 00:00:00,4315,3333,20240201193100,35,1,1,1,7,-0.827454,33.0003,0.0,0.0,,21.8442,50,0.0,9,249.0,217800.0,8,24.44,96.7556,24.98,7.0,,,1.0,1.0,,2024-02-01 19:31:00,-60.32464,-66.38585,,,,,,2024-02-02 00:43:15,217762.65,217806.20253,1022.0000988921944,22.32477456022087,,,4843.449614233142,7.070748958313954,44.96023853744128,2058.223168504284,2013.9167997491509,4842.11910506744,5.432968078389301,44.97259263451494,2058.7887235291264,2014.470180346135,0,,,,,2.0,2014.470180346135,3333_20240201193100_35_7_1_1.dat,33.0003,96.7556,,2.0,2014.470180346135,/Users/eldros001/ED_Science/VINDTA_DATA_PROCESSING/rawdata/,0.0,0.0,0.09887122893422741,True,,False,0.09956456018478513,6.307334260075646e-05,2254.50941679616,654.1541146057319,8.057864247715331,24.89,
2222_20240131190850_46_7_1_1, ,,,3,2024-02-02 00:00:00,11205,2222,20240131190850,46,1,1,1,7,-0.484619,32.8771,0.0,0.0,,21.8442,50,0.0,41,239.0,214892.0,8,24.21,96.7556,24.94,7.0,,,1.0,1.0,,2024-01-31 19:08:50,-59.98882,-66.13941,,,,,,2024-02-02 01:12:05,214728.6833333333,214771.62907,1021.9750412175032,22.32422719536338,,,4843.449614233142,7.070748958313954,44.33383237895644,2029.5470824729875,1985.9067008673128,4842.11910506744,5.432968078389301,44.34601435322245,2030.1047579321948,1986.452384897466,0,,,,,2.0,1986.452384897466,2222_20240131190850_46_7_1_1.dat,32.8771,96.7556,,2.0,1986.452384897466,/Users/eldros001/ED_Science/VINDTA_DATA_PROCESSING/rawdata/,0.0,0.0,0.09886222868709513,True,,False,0.09956456018478513,6.307334260075646e-05,2252.760311588885,654.1306419184262,8.108196548862473,24.89,
3333_20240201060200_85_7_1_1, ,,,3,2024-02-02 00:00:00,14429,3333,20240201060200,85,1,1,1,7,-0.722961,33.0606,0.0,0.0,,21.8442,50,0.0,40,246.0,218740.0,8,24.39,96.7556,24.94,7.0,,,1.0,1.0,,2024-02-01 06:02:00,-60.48707,-66.05638,,,,,,2024-02-02 01:44:29,218576.0,218619.7152,1022.060504175977,22.32609406532088,,,4843.449614233142,7.070748958313954,45.12816637086188,2065.910693495842,2021.319369112552,4842.11910506744,5.432968078389301,45.14056661085699,2066.4783608855896,2021.8747837748224,0,,,,,2.0,2021.8747837748224,3333_20240201060200_85_7_1_1.dat,33.0606,96.7556,,2.0,2021.8747837748224,/Users/eldros001/ED_Science/VINDTA_DATA_PROCESSING/rawdata/,0.0,0.0,0.09887476166641679,True,,False,0.09956456018478513,6.307334260075646e-05,2260.604749098596,654.1929112431649,8.054014187047489,24.92,
3333_20240201060200_86_7_1_1, ,,,3,2024-02-02 00:00:00,21256,3333,20240201060200,86,1,1,1,7,-0.722961,33.0606,0.0,0.0,,21.8442,50,0.0,9,251.0,218553.0,8,24.28,96.7556,24.96,7.0,,,1.0,1.0,,2024-02-01 06:02:00,-60.48707,-66.05638,,,,,,2024-02-02 02:12:56,218515.35,218559.05307,1022.0930789265662,22.3268056346877,,,4843.449614233142,7.070748958313954,45.11564430398174,2065.337449024534,2020.6940948994743,4842.11910506744,5.432968078389301,45.12804110318484,2065.904958899152,2021.249337749972,0,,,,,2.0,2021.249337749972,3333_20240201060200_86_7_1_1.dat,33.0606,96.7556,,2.0,2021.249337749972,/Users/eldros001/ED_Science/VINDTA_DATA_PROCESSING/rawdata/,0.0,0.0,0.09887563431098934,True,,False,0.09956456018478513,6.307334260075646e-05,2259.284278784024,654.116578709243,8.052156603670676,24.89,
8888_208_0210_0_1_1, ,,,3,2024-02-02 00:00:00,24113,8888,208,210,1,1,2,0,0.0,33.14,0.58,3.3,3.2,21.8442,50,0.0,33,245.0,222926.0,8,24.1,96.7556,24.7,7.0,,,,,,,,,208.0,2059.66,2215.76,,,2024-02-02 02:41:13,222791.25,222835.80825,1022.2062144562784,22.32927698982584,45.99071864486469,4844.265464090042,4843.449614233142,7.070748958313954,45.99846550386264,2105.751893127816,2060.006937296782,4842.11910506744,5.432968078389301,46.01110488315777,2106.3305080139244,2060.5729824625478,0,,,,,2.0,2059.66,8888_208_0210_0_1_1.dat,33.14,96.7556,2215.76,2.0,2059.66,/Users/eldros001/ED_Science/VINDTA_DATA_PROCESSING/rawdata/,3.3,0.58,0.0988892609940669,True,0.09955780211291232,True,0.09956456018478513,6.307334260075646e-05,2215.907689708478,653.9300645454385,7.8797189472757045,24.62,0.1476897084776283
8888_208_0210_0_1_2, ,,,3,2024-02-02 00:00:00,30753,8888,208,210,1,2,2,0,0.0,33.14,0.58,3.3,3.2,21.8442,50,0.0,0,263.0,222966.0,8,24.54,96.7556,25.01,7.0,,,,,,,,,208.0,2059.66,2215.76,,,2024-02-02 03:07:53,222966.0,223010.5932,1022.0759214832208,22.32643084406377,45.984856552284384,4848.683169131768,4843.449614233142,7.070748958313954,46.034545160701946,2107.403574436324,2061.885550907112,4842.11910506744,5.432968078389301,46.04719445390317,2107.9826431685838,2062.4521122750957,0,,,,,2.0,2059.66,8888_208_0210_0_1_2.dat,33.14,96.7556,2215.76,2.0,2059.66,/Users/eldros001/ED_Science/VINDTA_DATA_PROCESSING/rawdata/,3.3,0.58,0.09887910593377289,True,0.09959187136323322,True,0.09956456018478513,6.307334260075646e-05,2215.163325781218,654.2042427676546,7.869756483573324,24.97,-0.5966742187820273
8888_0208_0978_0_1_1, ,,,3,2024-02-02 00:00:00,81633,8888,208,978,1,1,2,0,0.0,33.14,0.58,3.3,3.2,21.8442,50,0.0,34,292.0,222622.0,9,24.49,96.7556,24.93,7.0,,,,,,,,,208.0,2059.66,2215.76,,,2024-02-02 08:16:33,222456.53333333333,222501.02464,1022.090804746333,22.32675595703985,45.985526174476696,4837.533716354499,4843.449614233142,7.070748958313954,45.92935842247935,2102.5882578661312,2057.144285128327,4849.2548455720325,13.75221508675229,45.87437460344316,2100.0711677902214,2054.681597797396,0,4837.237844564021,45.98833889950749,2105.2883099178493,2059.785980014123,2.0,2059.66,8888_0208_0978_0_1_1.dat,33.14,96.7556,2215.76,2.0,2059.66,/Users/eldros001/ED_Science/VINDTA_DATA_PROCESSING/rawdata/,3.3,0.58,0.09888143531328837,True,0.09944401947618677,True,0.09956456018478513,6.307334260075646e-05,2218.396823028479,654.4116012079057,7.87282919787818,24.89,2.6368230284788297
8888_0208_0978_0_1_2, ,,,3,2024-02-02 00:00:00,84312,8888,208,978,1,2,2,0,0.0,33.14,0.58,3.3,3.2,21.8442,50,0.0,44,307.0,222662.0,9,24.69,96.7556,24.99,7.0,,,,,,,,,208.0,2059.66,2215.76,,,2024-02-02 08:43:12,222436.86666666667,222481.35404,1022.0311532087744,22.325452916923112,45.98284235486986,4837.388366513391,4843.449614233142,7.070748958313954,45.92529795561523,2102.402374800415,2057.082475617012,4849.2548455720325,13.75221508675229,45.87031899752164,2099.885507252344,2054.619862280647,0,4837.7481504288735,45.97942260531841,2104.880133184937,2059.5068228365094,2.0,2059.66,8888_0208_0978_0_1_2.dat,33.14,96.7556,2215.76,2.0,2059.66,/Users/eldros001/ED_Science/VINDTA_DATA_PROCESSING/rawdata/,3.3,0.58,0.09888027123169142,True,0.09955541615107484,True,0.09956456018478513,6.307334260075646e-05,2215.959831027161,654.3751254779611,7.869047381521421,24.93,0.19983102716059875
0000_036_2_350_1_1, ,,,3,2024-02-02 00:00:00,91115,0,36,2,1,1,1,350,-1.9328,34.5583,0.0,0.0,,21.8442,50,0.0,24,341.0,241766.0,9,24.26,96.7556,24.89,7.0,,,1.0,1.0,354.495,2024-02-01 00:00:00,-60.2236,-66.17418,,,,,,2024-02-02 09:11:15,241629.6,241677.92592,1023.2316078803924,22.351675888860864,,,4843.449614233142,7.070748958313954,49.88791445046486,2283.8059736893483,2231.9540914302047,4849.2548455720325,13.75221508675229,49.82819169024239,2281.07194084665,2229.2821324898805,0,4838.285264106584,49.94116444364267,2286.2436913982965,2234.3364628211725,2.0,2229.2821324898805,0000_036_2_350_1_1.dat,34.5583,96.7556,,2.0,2229.2821324898805,/Users/eldros001/ED_Science/VINDTA_DATA_PROCESSING/rawdata/,0.0,0.0,0.09898743930716515,True,,False,0.09956456018478513,6.307334260075646e-05,2337.945277681796,654.7934144121131,7.713094399456687,24.81,
0000_036_2_350_2_1, ,,,3,2024-02-02 00:00:00,93751,0,36,2,2,1,1,350,-1.9328,34.5583,0.0,0.0,,21.8442,50,0.0,44,473.0,242131.0,9,24.29,96.7556,24.89,7.0,,,1.0,1.0,354.495,2024-02-01 00:00:00,-60.2236,-66.17418,,,,,,2024-02-02 09:37:51,241784.13333333333,241832.49016,1023.2226780604864,22.35148082408888,,,4843.449614233142,7.070748958313954,49.919820085010784,2285.26657350742,2233.4010206254725,4849.2548455720325,13.75221508675229,49.86005912931387,2282.5307921239446,2230.727329510005,0,4838.794612549478,49.96784379032393,2287.465038331636,2235.5495899167468,2.0,2230.727329510005,0000_036_2_350_2_1.dat,34.5583,96.7556,,2.0,2230.727329510005,/Users/eldros001/ED_Science/VINDTA_DATA_PROCESSING/rawdata/,0.0,0.0,0.09898802328328628,True,,False,0.09956456018478513,6.307334260075646e-05,2338.0478487508626,654.7634161323838,7.713313768394905,24.79,
0000_036_2_350_3_1, ,,,3,2024-02-02 00:00:00,100540,0,36,2,3,1,1,350,-1.9328,34.5583,0.0,0.0,,21.8442,50,0.0,0,352.0,242122.0,9,24.39,96.7556,25.03,7.0,,,1.0,1.0,354.495,2024-02-01 00:00:00,-60.2236,-66.17418,,,,,,2024-02-02 10:05:40,242122.0,242170.4244,1023.192860835852,22.35082949067052,,,4843.449614233142,7.070748958313954,49.989577529307056,2288.459981565223,2236.587127568274,4849.2548455720325,13.75221508675229,49.929733064263935,2285.720377228918,2233.909622240425,0,4839.32725825836,50.03216089319366,2290.409394401885,2238.4923527817004,2.0,2233.909622240425,0000_036_2_350_3_1.dat,34.5583,96.7556,,2.0,2233.909622240425,/Users/eldros001/ED_Science/VINDTA_DATA_PROCESSING/rawdata/,0.0,0.0,0.09898275662021017,True,,False,0.09956456018478513,6.307334260075646e-05,2336.8446305117445,654.7287823996262,7.70450035443266,24.97,
0000_036_4_300_1_1, ,,,3,2024-02-02 00:00:00,103233,0,36,4,1,1,1,300,-2.0399,34.527,0.0,0.0,,21.8442,50,0.0,63,307.0,241899.0,9,24.49,96.7556,25.08,7.0,,,1.0,1.0,303.104,2024-02-01 00:00:00,-60.2236,-66.17418,,,,,,2024-02-02 10:32:33,241576.65,241624.96533,1023.1392946147872,22.349659379424335,,,4843.449614233142,7.070748958313954,49.87698215959424,2283.3055071641093,2231.6663226425835,4849.2548455720325,13.75221508675229,49.81727248684182,2280.572073449329,2228.9947082014537,0,4839.842032092041,49.91416008996837,2285.0074660536147,2233.329790069222,2.0,2228.9947082014537,0000_036_4_300_1_1.dat,34.527,96.7556,,2.0,2228.9947082014537,/Users/eldros001/ED_Science/VINDTA_DATA_PROCESSING/rawdata/,0.0,0.0,0.09897870754140428,True,,False,0.09956456018478513,6.307334260075646e-05,2334.6087638046442,654.844490880423,7.707659473447845,25.03,
0000_036_4_300_2_1, ,,,3,2024-02-02 00:00:00,111812,0,36,4,2,1,1,300,-2.0399,34.527,0.0,0.0,,21.8442,50,0.0,13,265.0,241776.0,9,24.19,96.7556,24.98,7.0,,,1.0,1.0,303.104,2024-02-01 00:00:00,-60.2236,-66.17418,,,,,,2024-02-02 11:18:12,241718.5833333333,241766.92705,1023.2287336613036,22.35161310384425,,,4843.449614233142,7.070748958313954,49.90628634248823,2284.647015797705,2232.7823101906165,4849.2548455720325,13.75221508675229,49.84654158856019,2281.91197611083,2230.109359757444,0,4840.716158273281,49.93446742796755,2285.937110444308,2234.043117871404,2.0,2230.109359757444,0000_036_4_300_2_1.dat,34.527,96.7556,,2.0,2230.109359757444,/Users/eldros001/ED_Science/VINDTA_DATA_PROCESSING/rawdata/,0.0,0.0,0.09898222632659927,True,,False,0.09956456018478513,6.307334260075646e-05,2335.275574905528,654.8591866657221,7.710573968124346,24.91,
0000_036_4_300_3_1, ,,,3,2024-02-02 00:00:00,112018,0,36,4,3,1,1,300,-2.0399,34.527,0.0,0.0,,21.8442,50,,13,265.0,241776.0,9,24.43,96.7556,,7.0,,,1.0,1.0,303.104,2024-02-01 00:00:00,-60.2236,-66.17418,,,,,,2024-02-02 11:20:18,241718.5833333333,241766.92705,1023.1572390534666,22.350051361331737,,,4843.449614233142,7.070748958313954,49.90628634248823,2284.647015797705,2232.9383291186564,4849.2548455720325,13.75221508675229,49.84654158856019,2281.91197611083,2230.265191909164,0,4840.756369992509,49.93405262692603,2285.9181213743705,2234.1806656121566,2.0,2230.265191909164,0000_036_4_300_3_1.dat,34.527,96.7556,,2.0,2230.265191909164,/Users/eldros001/ED_Science/VINDTA_DATA_PROCESSING/rawdata/,0.0,0.0,,True,,False,0.09956456018478513,6.307334260075646e-05,,,,,
0000_036_4_300_4_1, ,,,3,2024-02-02 00:00:00,114722,0,36,4,4,1,1,300,-2.0399,34.527,0.0,0.0,,21.8442,50,0.0,0,295.0,241885.0,9,24.29,96.7556,24.97,7.0,,,1.0,1.0,303.104,2024-02-01 00:00:00,-60.2236,-66.17418,,,,,,2024-02-02 11:47:22,241885.0,241933.377,1023.1989993522316,22.35096358165002,,,4843.449614233142,7.070748958313954,49.9406454625207,2286.219933095316,2234.384449694223,4849.2548455720325,13.75221508675229,49.88085957595544,2283.483010408046,2231.7095812776174,0,4841.274654373061,49.96308147514589,2287.2470255329054,2235.388254856503,2.0,2231.7095812776174,0000_036_4_300_4_1.dat,34.527,96.7556,,2.0,2231.7095812776174,/Users/eldros001/ED_Science/VINDTA_DATA_PROCESSING/rawdata/,0.0,0.0,0.09898281173439576,True,,False,0.09956456018478513,6.307334260075646e-05,2333.674353097276,654.8471533394993,7.711096877006908,24.89,
0000_036_6_230_1_1, ,,,3,2024-02-02 00:00:00,121530,0,36,6,1,1,1,230,-1.9003,34.4946,0.0,0.0,,21.8442,50,0.0,0,260.0,241943.0,9,24.14,96.7556,24.89,7.0,,,1.0,1.0,231.995,2024-02-01 00:00:00,-60.2236,-66.17418,,,,,,2024-02-02 12:15:30,241943.0,241991.3886,1023.2190543232488,22.35140166644791,,,4843.449614233142,7.070748958313954,49.95262039869627,2286.768130611158,2234.8764137544463,4849.2548455720325,13.75221508675229,49.89282017646975,2284.030551655348,2232.200956388554,0,4841.813363753841,49.96950147050328,2287.540924845189,2235.631671615181,2.0,2232.200956388554,0000_036_6_230_1_1.dat,34.4946,96.7556,,2.0,2232.200956388554,/Users/eldros001/ED_Science/VINDTA_DATA_PROCESSING/rawdata/,0.0,0.0,0.09898161244519095,True,,False,0.09956456018478513,6.307334260075646e-05,2333.837209133881,654.7837802214608,7.713169354948872,24.85,
