Sample Name,Comments,DIC flag,TA flag,Analysis Type,Date (analysis),Time (analysis),Station,Cast,Niskin,Replicate (diff bottle),Repeat(same bottle),No. Of Repeats,Depth (m),CTD Temp (C),Salinity,Phosphate (uMol/Kg),Silicate (uMol/Kg),Nitrate (uMol/Kg),DIC pipette volume (ml),DIC set end point (cpm),DIC pipette temp sample (C),DIC background (cpm),DIC total time (s),DIC total counts,DIC cell Number (sequential),Sample Bottle temp (C),TA pipette vol (ml),TA cell temp (C),TA Acid Batch,TA Acid conc (Mol),TA Acid density (Kg/l),salinity_availability,ctd_temp_availability,Pressure_CTD,sampling_date,Longitude,Latitude,crm_batch,DIC_certified_umolkg,TA_certified_umolkg,sample_temp_flag,sample_temperature_alternative,analysis_datetime,netdiccounts,diccounts_volcorr,dic_sw_density,dicpipmass,dic_crm_pip_umol,dic_crm_counts_per_umol,dic_crm_counts_per_umol_mean_allcells,dic_crm_counts_per_umol_std_allcells,dic_sample_pip_umol_allcells,dic_sample_umol_per_l_allcells,dic_sample_umol_per_kg_allcells,dic_crm_counts_per_umol_mean_percell,dic_crm_counts_per_umol_std_percell,dic_sample_pip_umol,dic_sample_umol_per_l,dic_sample_umol_per_kg,dic_driftcorr_flag,dic_crm_counts_per_umol_driftcorr,dic_sample_pip_umol_driftcorr,dic_sample_umol_per_l_driftcorr,dic_sample_umol_per_kg_driftcorr,ta_acid_batch_number,dic_for_ta,file_name,salinity,analyte_volume,alkalinity_certified,analysis_batch,dic,file_path,total_silicate,total_phosphate,analyte_mass,file_good,titrant_molinity_here,reference_good,titrant_molinity,titrant_molinity_std_batch,alkalinity_umolkg,emf0,pH_initial,temperature_initial,alkalinity_offset,vindta,cell_colours,station_cast_niskin_depth,dic_umolkg_sample_replicate_mean,dic_umolkg_sample_replicate_std,ta_umolkg_sample_replicate_mean,ta_umolkg_sample_replicate_std,dic_sample_umol_per_kg_final,ta_sample_umol_per_kg_final
0000_039_11_125_1_1, ,2,2,3,2024-02-03 00:00:00,11044,0,39,11,1,1,1,125,-1.8028,34.4218,0.0,0.0,,21.8442,50,0.0,52,279.0,242147.0,9,24.83,96.7556,25.03,7.0,,,1.0,1.0,126.118,2024-02-02 00:00:00,-59.90274,-66.13492,,,,,,2024-02-03 01:10:44,241905.2,241953.58104,1022.9575699030322,22.345689748475817,,,4843.449614233142,7.070748958313954,49.94481604374047,2286.41085705773,2235.0984286420235,4849.2548455720325,13.75221508675229,49.88502516441042,2283.6737058079684,2232.4227054934854,0,4856.657870944473,49.80898519684212,2280.192691737034,2229.019813552166,2.0,2232.4227054934854,0000_039_11_125_1_1.dat,34.4218,96.7556,,2.0,2232.4227054934854,/Users/eldros001/ED_Science/VINDTA_DATA_PROCESSING/rawdata/,0.0,0.0,0.0989710175138578,True,,False,0.0995645601847851,6.307334260075646e-05,2330.08022980868,654.9913775044033,7.703381401785621,25.03,,Lucy,firebrick,0_39_11_125,,,,,2232.4,2330.1
0000_039_10_150_1_1, ,2,2,3,2024-02-03 00:00:00,4035,0,39,10,1,1,1,150,-1.752,34.4481,0.0,0.0,,21.8442,50,0.0,40,299.0,241865.0,9,24.39,96.7556,24.91,7.0,,,1.0,1.0,151.435,2024-02-02 00:00:00,-59.90268,-66.13484,,,,,,2024-02-03 00:40:35,241665.66666666663,241713.9998,1023.1095101704208,22.349008762064702,,,4843.449614233142,7.070748958313954,49.895360933764834,2284.1468643285098,2232.5536432048566,4849.2548455720325,13.75221508675229,49.83562925906796,2281.4124233923862,2229.8809665178146,0,4856.080545547651,49.76558036876888,2278.2056733031595,2226.746648971796,2.0,2229.8809665178146,0000_039_10_150_1_1.dat,34.4481,96.7556,,2.0,2229.8809665178146,/Users/eldros001/ED_Science/VINDTA_DATA_PROCESSING/rawdata/,0.0,0.0,0.0989779200188752,True,,False,0.0995645601847851,6.307334260075646e-05,2332.1066079660327,654.9261767747447,7.708449590990163,24.86,,Lucy,firebrick,0_39_10_150,,,,,2229.9,2332.1
0000_039_9_175_1_1, ,2,2,3,2024-02-03 00:00:00,1349,0,39,9,1,1,1,175,-1.7325,34.4681,0.0,0.0,,21.8442,50,0.0,76,275.0,242470.0,9,24.42,96.7556,25.03,7.0,,,1.0,1.0,176.719,2024-02-02 00:00:00,-59.90268,-66.1347,,,,,,2024-02-03 00:13:49,242121.66666666663,242170.091,1023.1156800422766,22.3491435379795,,,4843.449614233142,7.070748958313954,49.98950870783478,2288.456831004787,2236.7527696479297,4849.2548455720325,13.75221508675229,49.92966432518051,2285.71723044014,2234.0750660235126,0,4855.568005698384,49.86474628354874,2282.745364149236,2231.170344349438,2.0,2234.0750660235126,0000_039_9_175_1_1.dat,34.4681,96.7556,,2.0,2234.0750660235126,/Users/eldros001/ED_Science/VINDTA_DATA_PROCESSING/rawdata/,0.0,0.0,0.0989758690550034,True,,False,0.0995645601847851,6.307334260075646e-05,2335.2501620463963,655.0809322406408,7.705019047161033,24.98,,Lucy,firebrick,0_39_9_175,,,,,2234.1,2335.3
0000_039_8_200_1_1, ,2,2,3,2024-02-02 00:00:00,230153,0,39,8,1,1,1,200,-1.7539,34.4832,0.0,0.0,,21.8442,50,0.0,37,276.0,242534.0,9,24.39,96.7556,24.84,7.0,,,1.0,1.0,202.045,2024-02-02 00:00:00,-59.9026,-66.13458,,,,,,2024-02-02 23:01:53,242363.8,242412.27276,1023.1360577763872,22.34958867327896,,,4843.449614233142,7.070748958313954,50.03950062529415,2290.745398105408,2238.945036385439,4849.2548455720325,13.75221508675229,49.97959639537361,2288.003057808188,2236.264708313354,0,4854.190594746033,49.92877705756428,2285.676612444689,2233.9908705907787,2.0,2236.264708313354,0000_039_8_200_1_1.dat,34.4832,96.7556,,2.0,2236.264708313354,/Users/eldros001/ED_Science/VINDTA_DATA_PROCESSING/rawdata/,0.0,0.0,0.0989839892509074,True,,False,0.0995645601847851,6.307334260075646e-05,2335.1196310779605,654.8699558048417,7.710166279509603,24.74,,Lucy,firebrick,0_39_8_200,,,,,2236.3,2335.1
0000_039_7_225_1_1, ,2,2,3,2024-02-02 00:00:00,212846,0,39,7,1,1,1,225,-1.6818,34.5032,0.0,0.0,,21.8442,50,0.0,0,286.0,242368.0,9,24.47,96.7556,24.97,7.0,,,1.0,1.0,227.273,2024-02-02 00:00:00,-59.90242,-66.13448,,,,,,2024-02-02 21:28:46,242368.0,242416.4736,1023.1272803212732,22.34939693679396,,,4843.449614233142,7.070748958313954,50.04036777584479,2290.7850951669,2239.003044125231,4849.2548455720325,13.75221508675229,49.980462507824654,2288.0427073467854,2236.322646609828,0,4852.407556055114,49.94798915799215,2286.556118236976,2234.8696611031346,2.0,2236.322646609828,0000_039_7_225_1_1.dat,34.5032,96.7556,,2.0,2236.322646609828,/Users/eldros001/ED_Science/VINDTA_DATA_PROCESSING/rawdata/,0.0,0.0,0.0989790214763486,True,,False,0.0995645601847851,6.307334260075646e-05,2334.9422453847264,654.9310067873158,7.699829134412062,24.96,,Lucy,firebrick,0_39_7_225,2236.5566856512587,0.330981186515479,2335.852157969866,0.8262138954359622,2236.6,2335.9
0000_039_5_250_1_1, ,2,2,3,2024-02-02 00:00:00,205911,0,39,5,1,1,1,250,-1.6659,34.5274,0.0,0.0,,21.8442,50,0.0,7,264.0,242676.0,9,24.57,96.7556,25.03,7.0,,,1.0,1.0,252.792,2024-02-02 00:00:00,-59.90192,-66.13436,,,,,,2024-02-02 20:59:11,242645.2,242693.72904,1023.1156271860374,22.34914238337724,,,4843.449614233142,7.070748958313954,50.09759971218732,2293.4051012253744,2241.5893573369835,4849.2548455720325,13.75221508675229,50.03762592959308,2290.659576894236,2238.905863645572,0,4851.841081439634,50.01095376520505,2289.438558757247,2237.7124324198685,2.0,2238.905863645572,0000_039_5_250_1_1.dat,34.5274,96.7556,,2.0,2238.905863645572,/Users/eldros001/ED_Science/VINDTA_DATA_PROCESSING/rawdata/,0.0,0.0,0.0989813768937995,True,,False,0.0995645601847851,6.307334260075646e-05,2336.678359805001,655.0092390178,7.691733203862346,24.94,,Lucy,firebrick,0_39_5_250,,,,,2238.9,2336.7
0000_039_3_262_1_1, ,2,2,3,2024-02-02 00:00:00,190802,0,39,3,1,1,1,262,-1.6498,34.5394,0.0,0.0,,21.8442,50,0.0,89,283.0,242820.0,9,24.49,96.7556,25.04,7.0,,,1.0,1.0,265.001,2024-02-02 00:00:00,-59.90152,-66.13428,,,,,,2024-02-02 19:08:02,242400.21666666667,242448.69671,1023.1486719678418,22.34986422019993,,,4843.449614233142,7.070748958313954,50.04701937114002,2291.089596833028,2239.25384414225,4849.2548455720325,13.75221508675229,49.987106140236776,2288.346844482141,2236.573146384404,0,4849.71273258864,49.982386593294216,2288.1307895594355,2236.361979690233,2.0,2236.573146384404,0000_039_3_262_1_1.dat,34.5394,96.7556,,2.0,2236.573146384404,/Users/eldros001/ED_Science/VINDTA_DATA_PROCESSING/rawdata/,0.0,0.0,0.0989810815595335,True,,False,0.0995645601847851,6.307334260075646e-05,2336.6799132017345,654.866515398804,7.692942091462412,24.98,,Lucy,firebrick,0_39_3_262,2238.2813478967364,1.4832504188771916,2337.041134235086,1.1335728929143036,2238.3,2337.0
0000_039_1_312_1_1, ,2,2,3,2024-02-02 00:00:00,174351,0,39,1,1,1,1,312,-1.7607,34.5615,0.0,0.0,,21.8442,50,0.0,38,280.0,242463.0,9,24.06,96.7556,24.91,7.0,,,1.0,1.0,315.542,2024-02-02 00:00:00,-59.90096,-66.1341,,,,,,2024-02-02 17:43:51,242285.66666666663,242334.1238,1023.2933805308508,22.353025262992013,,,4843.449614233142,7.070748958313954,50.02336887219328,2290.0069067392383,2237.8791364322697,4849.2548455720325,13.75221508675229,49.963483954221,2287.265450518719,2235.200084390423,0,4848.100753274397,49.97537778129455,2287.809934961891,2235.7321746526404,2.0,2235.200084390423,0000_039_1_312_1_1.dat,34.5615,96.7556,,2.0,2235.200084390423,/Users/eldros001/ED_Science/VINDTA_DATA_PROCESSING/rawdata/,0.0,0.0,0.0989862120415558,True,,False,0.0995645601847851,6.307334260075646e-05,2339.2227405462377,654.8353068078268,7.700148272183753,24.86,,Lucy,firebrick,0_39_1_312,2236.8521787430113,3.0095100939434305,2339.258571518207,0.3368133295836745,2236.9,2339.3
0000_044_24_2_1_1, ,2,2,3,2024-02-03 00:00:00,203330,0,44,24,1,1,1,2,-0.8877,32.6902,0.0,0.0,,21.8442,50,0.0,20,290.0,212666.0,10,24.93,96.7556,24.98,7.0,,,1.0,1.0,1.815,2024-02-02 00:00:00,-60.33256,-66.0673,,,,,,2024-02-03 20:33:30,212569.3333333333,212611.8472,1021.619567968667,22.31646216662116,,,4843.449614233142,7.070748958313954,43.88800344049604,2009.137594441364,1966.6201171500904,4834.925916842832,9.699741666095411,43.96537547614368,2012.679588913473,1970.0871557456328,0,4839.127986562788,43.9271980248492,2010.9318732134475,1968.3764252987787,2.0,1970.0871557456328,0000_044_24_2_1_1.dat,32.6902,96.7556,,2.0,1970.0871557456328,/Users/eldros001/ED_Science/VINDTA_DATA_PROCESSING/rawdata/,0.0,0.0,0.098847414274276,True,,False,0.0995645601847851,6.307334260075646e-05,2237.7127169938058,654.7977137018402,8.12473209181177,24.93,,Lucy,firebrick,0_44_24_2,,,,,1970.1,2237.7
0000_044_22_3_1_1, ,2,2,3,2024-02-03 00:00:00,200446,0,44,22,1,1,1,3,-0.8804,32.6984,0.0,0.0,,21.8442,50,0.0,31,447.0,212911.0,10,24.74,96.7556,24.87,7.0,,,1.0,1.0,2.726,2024-02-02 00:00:00,-60.33256,-66.0673,,,,,,2024-02-03 20:04:46,212680.05,212722.58601,1021.6826834632296,22.31784087410748,,,4843.449614233142,7.070748958313954,43.91086249251163,2010.1840530901395,1967.5228773342385,4834.925916842832,9.699741666095411,43.988274827358346,2013.7278924088928,1970.9915074442647,0,4838.584115076461,43.95501761296531,2012.20541896546,1969.5013447273325,2.0,1970.9915074442647,0000_044_22_3_1_1.dat,32.6984,96.7556,,2.0,1970.9915074442647,/Users/eldros001/ED_Science/VINDTA_DATA_PROCESSING/rawdata/,0.0,0.0,0.0988517847047375,True,,False,0.0995645601847851,6.307334260075646e-05,2238.048984750699,654.6077707775115,8.128114380924217,24.8,,Lucy,firebrick,0_44_22_3,,,,,1971.0,2238.0
0000_044_21_5_1_1, ,2,2,3,2024-02-03 00:00:00,193235,0,44,21,1,1,1,5,-0.899,32.6966,0.0,0.0,,21.8442,50,0.0,82,304.0,212864.0,10,25.11,96.7556,24.87,7.0,,,1.0,1.0,4.678,2024-02-02 00:00:00,-60.33256,-66.0673,,,,,,2024-02-03 19:32:35,212448.53333333333,212491.02304,1021.5702079912734,22.315383937402974,,,4843.449614233142,7.070748958313954,43.86306253894417,2007.995831339402,1965.597484765878,4834.925916842832,9.699741666095411,43.94039060521128,2011.535812948576,1969.062720519116,0,4837.974941155408,43.91269816759247,2010.2680879863976,1967.821763263059,2.0,1969.062720519116,0000_044_21_5_1_1.dat,32.6966,96.7556,,2.0,1969.062720519116,/Users/eldros001/ED_Science/VINDTA_DATA_PROCESSING/rawdata/,0.0,0.0,0.0988493338186411,True,,False,0.0995645601847851,6.307334260075646e-05,2238.855899249371,654.5591580084915,8.12089252796519,24.88,,Lucy,firebrick,0_44_21_5,,,,,1969.1,2238.9
0000_044_19_8_1_1, ,2,2,3,2024-02-03 00:00:00,190345,0,44,19,1,1,1,8,-0.9156,32.6818,0.0,0.0,,21.8442,50,0.0,0,267.0,214203.0,10,24.87,96.7556,24.53,7.0,,,1.0,1.0,7.627,2024-02-02 00:00:00,-60.33256,-66.0673,,,,,,2024-02-03 19:03:45,214203.0,214245.8406,1021.631232896014,22.31671697762712,,,4843.449614233142,7.070748958313954,44.22529747610775,2024.5784911375904,1981.7116254350656,4834.925916842832,9.699741666095411,44.30326414181603,2028.14770702594,1985.205269495097,0,4837.429176844889,44.28033820635889,2027.0981865373367,1984.1779707450107,2.0,1985.205269495097,0000_044_19_8_1_1.dat,32.6818,96.7556,,2.0,1985.205269495097,/Users/eldros001/ED_Science/VINDTA_DATA_PROCESSING/rawdata/,0.0,0.0,0.0988583632923033,True,,False,0.0995645601847851,6.307334260075646e-05,2250.240151836737,654.1926239235916,8.117738544527997,24.53,,Lucy,firebrick,0_44_19_8,,,,,1985.2,2250.2
0000_044_18_12_1_1, ,2,2,3,2024-02-03 00:00:00,180959,0,44,18,1,1,1,12,-1.0728,32.9434,0.0,0.0,,21.8442,50,0.0,0,340.0,217209.0,10,24.65,96.7556,24.71,7.0,,,1.0,1.0,11.87,2024-02-02 00:00:00,-60.33256,-66.0673,,,,,,2024-02-03 18:09:59,217209.0,217252.4418,1021.8945980498936,22.32246997872149,,,4843.449614233142,7.070748958313954,44.84592951306885,2052.9902451483163,2009.003912014104,4834.925916842832,9.699741666095411,44.92499031750123,2056.6095493312287,2012.545670811752,0,4836.411468367791,44.9111911632499,2055.97784140641,2011.927497542195,2.0,2012.545670811752,0000_044_18_12_1_1.dat,32.9434,96.7556,,2.0,2012.545670811752,/Users/eldros001/ED_Science/VINDTA_DATA_PROCESSING/rawdata/,0.0,0.0,0.0988725800812143,True,,False,0.0995645601847851,6.307334260075646e-05,2256.531461814772,654.1455615713837,8.06992232220703,24.7,,Lucy,firebrick,0_44_18_12,,,,,2012.5,2256.5
0000_044_16_19_1_1, ,2,2,3,2024-02-03 00:00:00,174224,0,44,16,1,1,1,19,-1.1944,33.2529,0.0,0.0,,21.8442,50,0.0,0,255.0,233406.0,10,24.48,96.7556,24.7,7.0,,,1.0,1.0,18.879,2024-02-02 00:00:00,-60.33256,-66.0673,,,,,,2024-02-03 17:42:24,233406.0,233452.6812,1022.1790959237356,22.328684607177266,,,4843.449614233142,7.070748958313954,48.19003367230339,2206.0791272879483,2158.211937697993,4834.925916842832,9.699741666095411,48.27498994077913,2209.968318399352,2162.0167416965423,0,4835.889364359784,48.2653721816277,2209.528029482778,2161.5860061059498,2.0,2162.0167416965423,0000_044_16_19_1_1.dat,33.2529,96.7556,,2.0,2162.0167416965423,/Users/eldros001/ED_Science/VINDTA_DATA_PROCESSING/rawdata/,0.0,0.0,0.0988954892971027,True,,False,0.0995645601847851,6.307334260075646e-05,2307.220951412695,654.6751210274282,7.844055340533204,24.69,,Lucy,firebrick,0_44_16_19,,,,,2162.0,2307.2
0000_044_14_30_1_1, ,2,2,3,2024-02-03 00:00:00,171339,0,44,14,1,1,1,30,-1.666,34.194,0.0,0.0,,21.8442,50,0.0,23,564.0,239724.0,10,24.79,96.7556,24.9,7.0,,,1.0,1.0,30.01,2024-02-02 00:00:00,-60.33256,-66.0673,,,,,,2024-02-03 17:13:39,239507.8,239555.70156,1022.797478165912,22.342192672551818,,,4843.449614233142,7.070748958313954,49.44983825085605,2263.751396290825,2213.2938774450254,4834.925916842832,9.699741666095411,49.53701548262743,2267.74226030834,2217.195787747611,0,4835.345177402836,49.53272025320943,2267.5456301081945,2217.003540304356,2.0,2217.195787747611,0000_044_14_30_1_1.dat,34.194,96.7556,,2.0,2217.195787747611,/Users/eldros001/ED_Science/VINDTA_DATA_PROCESSING/rawdata/,0.0,0.0,0.098957880840028,True,,False,0.0995645601847851,6.307334260075646e-05,2321.628633365079,655.0494963713373,7.7222461420829696,24.91,,Lucy,firebrick,0_44_14_30,,,,,2217.2,2321.6
0000_044_13_160_1_1, ,2,2,3,2024-02-03 00:00:00,164348,0,44,13,1,1,1,160,-1.7534,34.4577,0.0,0.0,,21.8442,50,0.0,39,322.0,241604.0,10,24.47,96.7556,24.88,7.0,,,1.0,1.0,161.486,2024-02-02 00:00:00,-60.33272,-66.06728,,,,,,2024-02-03 16:43:48,241394.7,241442.97894,1023.0928713064968,22.34864529939337,,,4843.449614233142,7.070748958313954,49.83941595895383,2281.585773750187,2230.0866692938503,4834.925916842832,9.699741666095411,49.927279993905024,2285.6080787534,2234.0181843263776,0,4834.780169379665,49.92878508289501,2285.676979834236,2234.0855301976744,2.0,2234.0181843263776,0000_044_13_160_1_1.dat,34.4577,96.7556,,2.0,2234.0181843263776,/Users/eldros001/ED_Science/VINDTA_DATA_PROCESSING/rawdata/,0.0,0.0,0.0989803744908323,True,,False,0.0995645601847851,6.307334260075646e-05,2332.9628911767486,655.1535509558685,7.711092019410187,24.8,,Lucy,firebrick,0_44_13_160,,,,,2234.0,2333.0
0000_044_12_200_1_1, ,2,2,3,2024-02-03 00:00:00,155223,0,44,12,1,1,1,200,-1.8306,34.4752,0.0,0.0,,21.8442,50,0.0,0,401.0,241597.0,10,24.3,96.7556,24.88,7.0,,,1.0,1.0,202.04,2024-02-02 00:00:00,-60.33286,-66.06726,,,,,,2024-02-03 15:52:23,241597.0,241645.3194,1023.1568360733684,22.35004255855388,,,4843.449614233142,7.070748958313954,49.88118371047653,2283.49784887872,2231.8160504524794,4834.925916842832,9.699741666095411,49.96912137958071,2287.523524760838,2235.75061428491,0,4833.806942271185,49.98068869636829,2288.053061973809,2236.268166623224,2.0,2235.75061428491,0000_044_12_200_1_1.dat,34.4752,96.7556,,2.0,2235.75061428491,/Users/eldros001/ED_Science/VINDTA_DATA_PROCESSING/rawdata/,0.0,0.0,0.0989819460740431,True,,False,0.0995645601847851,6.307334260075646e-05,2332.524647474836,655.1047698383932,7.714013283491472,24.79,,Lucy,firebrick,0_44_12_200,,,,,2235.8,2332.5
0000_044_8_225_1_1, ,2,2,3,2024-02-03 00:00:00,151944,0,44,8,1,1,1,225,-1.845,34.4801,0.0,0.0,,21.8442,50,0.0,34,454.0,241548.0,10,24.37,96.7556,24.89,7.0,,,1.0,1.0,227.438,2024-02-02 00:00:00,-60.33308,-66.06726,,,,,,2024-02-03 15:19:44,241290.7333333333,241338.99148,1023.1396807514548,22.34966781427093,,,4843.449614233142,7.070748958313954,49.81795054175177,2280.603113950237,2229.024205448885,4834.925916842832,9.699741666095411,49.905776734402224,2284.6236865805213,2232.953847418524,0,4833.188935170416,49.92371218461906,2285.444748931939,2233.756340339935,2.0,2232.953847418524,0000_044_8_225_1_1.dat,34.4801,96.7556,,2.0,2232.953847418524,/Users/eldros001/ED_Science/VINDTA_DATA_PROCESSING/rawdata/,0.0,0.0,0.0989793824984562,True,,False,0.0995645601847851,6.307334260075646e-05,2334.139416500881,655.227344379701,7.710761912659117,24.89,,Lucy,firebrick,0_44_8_225,,,,,2233.0,2334.1
0000_044_6_290_1_1, ,2,2,3,2024-02-03 00:00:00,135729,0,44,6,1,1,1,290,-1.6497,34.5284,0.0,0.0,,21.8442,50,0.0,19,337.0,242351.0,10,24.34,96.7556,24.89,7.0,,,1.0,1.0,293.404,2024-02-02 00:00:00,-60.33306,-66.06726,,,,,,2024-02-03 13:57:29,242244.28333333333,242292.73219,1023.1851616701146,22.35066130855432,,,4843.449614233142,7.070748958313954,50.014824686410535,2289.615764661124,2237.733550517731,4834.925916842832,9.699741666095411,50.102997956898776,2293.652226078262,2241.678546563754,0,4831.63208726747,50.13715426961133,2295.2158591118614,2243.2067479999896,2.0,2241.678546563754,0000_044_6_290_1_1.dat,34.5284,96.7556,,2.0,2241.678546563754,/Users/eldros001/ED_Science/VINDTA_DATA_PROCESSING/rawdata/,0.0,0.0,0.0989829141010528,True,,False,0.0995645601847851,6.307334260075646e-05,2336.173252042416,655.1647866238391,7.697867259737087,24.89,,Lucy,firebrick,0_44_6_290,2243.006341977846,1.1971347219090887,2336.311233661408,0.5368181931774981,2243.0,2336.3
0000_044_4_350_1_1, ,2,2,3,2024-02-03 00:00:00,123619,0,44,4,1,1,1,350,-1.6532,34.5468,0.0,0.0,,21.8442,50,0.0,0,428.0,242671.0,10,24.29,96.7556,24.86,7.0,,,1.0,1.0,354.409,2024-02-02 00:00:00,-60.33306,-66.06726,,,,,,2024-02-03 12:36:19,242671.0,242719.5342,1023.2139781668508,22.35129078187232,,,4843.449614233142,7.070748958313954,50.10292649414127,2293.6489546031103,2241.612217526895,4834.925916842832,9.699741666095411,50.19125508306904,2297.692526303048,2245.56405144064,0,4830.09574496001,50.2414471293279,2299.9902550483835,2247.8096508894005,2.0,2245.56405144064,0000_044_4_350_1_1.dat,34.5468,96.7556,,2.0,2245.56405144064,/Users/eldros001/ED_Science/VINDTA_DATA_PROCESSING/rawdata/,0.0,0.0,0.0989871822564786,True,,False,0.0995645601847851,6.307334260075646e-05,2338.286007518509,655.129575499851,7.695825925111008,24.79,,Lucy,firebrick,0_44_4_350,2243.9689787451994,1.6168340171671531,2337.9896136119755,0.35888278251163097,2244.0,2338.0
0000_044_2_382_1_1, ,2,2,3,2024-02-03 00:00:00,111036,0,44,2,1,1,1,382,-1.6524,34.5467,0.0,0.0,,21.8442,50,0.0,29,304.0,242302.0,10,24.37,96.7556,24.92,7.0,,,1.0,1.0,386.116,2024-02-02 00:00:00,-60.33306,-66.06724,,,,,,2024-02-03 11:10:36,242155.06666666668,242203.49768,1023.1900562658756,22.35076822708304,,,4843.449614233142,7.070748958313954,49.996404619356575,2288.7725171604625,2236.898710209637,4834.925916842832,9.699741666095411,50.08454541632192,2292.807491980568,2240.842234480026,0,4828.473279151483,50.15147701287912,2295.871536283275,2243.83683385474,2.0,2240.842234480026,0000_044_2_382_1_1.dat,34.5467,96.7556,,2.0,2240.842234480026,/Users/eldros001/ED_Science/VINDTA_DATA_PROCESSING/rawdata/,0.0,0.0,0.0989842521869937,True,,False,0.0995645601847851,6.307334260075646e-05,2339.250567336412,655.2336026719779,7.69395799935979,24.89,,Lucy,firebrick,0_44_2_382,2242.237976323659,1.6723903410094385,2338.24441630558,1.1834687122553582,2242.2,2338.2
0000_046_24_2_1_1, ,2,2,3,2024-02-04 00:00:00,210833,0,46,24,1,1,1,2,-0.9864,33.038,0.0,0.0,,21.8442,50,0.0,64,247.0,221384.0,11,24.47,96.7556,24.89,7.0,,,1.0,1.0,1.759,2024-02-02 00:00:00,-59.61352,-65.81188,,,,,,2024-02-04 21:08:33,221120.53333333333,221164.75744,1022.0196758097258,22.325202202322814,,,4843.449614233142,7.070748958313954,45.65352196160775,2089.9608116391423,2044.9320703961089,4846.823353134618,6.718635778813428,45.62174381501372,2088.5060480591515,2043.5086500702344,0,,,,,2.0,2043.5086500702344,0000_046_24_2_1_1.dat,33.038,96.7556,,2.0,2043.5086500702344,/Users/eldros001/ED_Science/VINDTA_DATA_PROCESSING/rawdata/,0.0,0.0,0.0988742738913258,True,,False,0.0995645601847851,6.307334260075646e-05,2251.827612217005,654.5198017583477,7.996781762247466,24.88,,Lucy,firebrick,0_46_24_2,,,,,2043.5,2251.8
0000_046_22_4_1_1, ,2,2,3,2024-02-04 00:00:00,214244,0,46,22,1,1,1,4,-0.9926,33.0617,0.0,0.0,,21.8442,50,0.0,27,256.0,221495.0,11,24.5,96.7556,24.98,7.0,,,1.0,1.0,3.682,2024-02-02 00:00:00,-59.61352,-65.8119,,,,,,2024-02-04 21:42:44,221379.8,221424.07596,1022.0286647059492,22.3253985575697,,,4843.449614233142,7.070748958313954,45.70705130274197,2092.411317546166,2047.31177295128,4846.823353134618,6.718635778813428,45.67523589586272,2090.9548482371847,2045.8866961806589,0,,,,,2.0,2045.8866961806589,0000_046_22_4_1_1.dat,33.0617,96.7556,,2.0,2045.8866961806589,/Users/eldros001/ED_Science/VINDTA_DATA_PROCESSING/rawdata/,0.0,0.0,0.0988730946760996,True,,False,0.0995645601847851,6.307334260075646e-05,2252.776103248734,654.5348489424156,7.986547424485898,24.98,,Lucy,firebrick,0_46_22_4,,,,,2045.9,2252.8
0000_046_21_7_1_1, ,2,2,3,2024-02-04 00:00:00,221021,0,46,21,1,1,1,7,-0.9924,33.0688,0.0,0.0,,21.8442,50,0.0,42,263.0,222565.0,11,24.39,96.7556,24.92,7.0,,,1.0,1.0,6.516,2024-02-02 00:00:00,-59.6135,-65.81188,,,,,,2024-02-04 22:10:21,222380.9,222425.37618,1022.0667013297874,22.326229437188143,,,4843.449614233142,7.070748958313954,45.91374283042053,2101.8733957032314,2056.493370705192,4846.823353134618,6.718635778813428,45.88178355131885,2100.4103401048724,2055.061902879799,0,,,,,2.0,2055.061902879799,0000_046_21_7_1_1.dat,33.0688,96.7556,,2.0,2055.061902879799,/Users/eldros001/ED_Science/VINDTA_DATA_PROCESSING/rawdata/,0.0,0.0,0.098875651687328,True,,False,0.0995645601847851,6.307334260075646e-05,2254.706340032444,654.5180703086183,7.97365298179691,24.91,,Lucy,firebrick,0_46_21_7,,,,,2055.1,2254.7
0000_046_19_13_1_1, ,2,2,3,2024-02-04 00:00:00,223808,0,46,19,1,1,1,13,-1.0809,33.3239,0.0,0.0,,21.8442,50,0.0,59,808.0,228863.0,11,24.46,96.7556,24.89,7.0,,,1.0,1.0,12.729,2024-02-02 00:00:00,-59.6135,-65.8118,,,,,,2024-02-04 22:38:08,228068.46666666667,228114.08036,1022.2387034087902,22.329986685002297,,,4843.449614233142,7.070748958313954,47.08802296537909,2155.630463252446,2108.7349325203704,4846.823353134618,6.718635778813428,47.055246302542976,2154.129988854844,2107.267100797115,0,,,,,2.0,2107.267100797115,0000_046_19_13_1_1.dat,33.3239,96.7556,,2.0,2107.267100797115,/Users/eldros001/ED_Science/VINDTA_DATA_PROCESSING/rawdata/,0.0,0.0,0.0988951631810538,True,,False,0.0995645601847851,6.307334260075646e-05,2268.2115406895464,654.445986757885,7.894071687297711,24.88,,Lucy,firebrick,0_46_19_13,,,,,2107.3,2268.2
